# This .csv file was created 12.10.2024 14:28
# extracted out of file prod_mindist_mol9_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLAB/2blg_clab_3
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein-MOL9"
"0.0";"2.654914"
"10.0";"2.767208"
"20.0";"2.82725"
"30.0";"2.980646"
"40.0";"2.883353"
"50.0";"2.766314"
"60.0";"2.664709"
"70.0";"2.633816"
"80.0";"2.807354"
"90.0";"2.956943"
"100.0";"2.812485"
"110.0";"2.811733"
"120.0";"2.647897"
"130.0";"2.4105"
"140.0";"2.547212"
"150.0";"2.608751"
"160.0";"2.501089"
"170.0";"2.582527"
"180.0";"2.512269"
"190.0";"2.629792"
"200.0";"2.546207"
"210.0";"2.838693"
"220.0";"2.826896"
"230.0";"2.721344"
"240.0";"2.759032"
"250.0";"2.91773"
"260.0";"3.035392"
"270.0";"3.092474"
"280.0";"3.129041"
"290.0";"2.969651"
"300.0";"2.671415"
"310.0";"2.431596"
"320.0";"2.474144"
"330.0";"2.704017"
"340.0";"2.86558"
"350.0";"2.936146"
"360.0";"3.000444"
"370.0";"2.985409"
"380.0";"3.135884"
"390.0";"3.007713"
"400.0";"3.190661"
"410.0";"3.31311"
"420.0";"3.395838"
"430.0";"3.223577"
"440.0";"3.216756"
"450.0";"3.136928"
"460.0";"2.991785"
"470.0";"2.827567"
"480.0";"3.015143"
"490.0";"3.005261"
"500.0";"3.145605"
"510.0";"3.303016"
"520.0";"3.368075"
"530.0";"3.676893"
"540.0";"3.597976"
"550.0";"3.583519"
"560.0";"3.18691"
"570.0";"3.245836"
"580.0";"3.067068"
"590.0";"2.767271"
"600.0";"2.784159"
"610.0";"2.877997"
"620.0";"2.669974"
"630.0";"2.794081"
"640.0";"2.896742"
"650.0";"2.945498"
"660.0";"2.741447"
"670.0";"2.763604"
"680.0";"2.666918"
"690.0";"2.525398"
"700.0";"2.402729"
"710.0";"2.589532"
"720.0";"2.517565"
"730.0";"2.638339"
"740.0";"2.654443"
"750.0";"2.85805"
"760.0";"2.940995"
"770.0";"3.068896"
"780.0";"3.064447"
"790.0";"3.095826"
"800.0";"2.876216"
"810.0";"3.018317"
"820.0";"3.06892"
"830.0";"2.942423"
"840.0";"3.29172"
"850.0";"3.454493"
"860.0";"3.663799"
"870.0";"3.47184"
"880.0";"3.353842"
"890.0";"3.624495"
"900.0";"3.580891"
"910.0";"3.801987"
"920.0";"3.855713"
"930.0";"3.830806"
"940.0";"3.626612"
"950.0";"3.715138"
"960.0";"3.72023"
"970.0";"3.967371"
"980.0";"4.084123"
"990.0";"3.960903"
"1000.0";"3.805943"
"1010.0";"3.886249"
"1020.0";"4.168015"
"1030.0";"3.929285"
"1040.0";"3.93122"
"1050.0";"3.976635"
"1060.0";"3.89515"
"1070.0";"3.879391"
"1080.0";"3.552637"
"1090.0";"3.381263"
"1100.0";"3.405133"
"1110.0";"3.021008"
"1120.0";"2.929347"
"1130.0";"3.041853"
"1140.0";"2.844203"
"1150.0";"2.933925"
"1160.0";"2.829596"
"1170.0";"2.910681"
"1180.0";"2.696164"
"1190.0";"2.752385"
"1200.0";"3.029876"
"1210.0";"3.217873"
"1220.0";"3.024655"
"1230.0";"2.842249"
"1240.0";"3.086444"
"1250.0";"3.168154"
"1260.0";"3.248792"
"1270.0";"3.107686"
"1280.0";"3.16723"
"1290.0";"3.077965"
"1300.0";"2.820899"
"1310.0";"2.694917"
"1320.0";"2.600673"
"1330.0";"2.544117"
"1340.0";"2.63362"
