# This .csv file was created 12.10.2024 14:28
# extracted out of file prod_mindist_neg1_mol8_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLA/2blg_cla_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_neg1-MOL8"
"0.0";"3.079213"
"10.0";"3.037515"
"20.0";"3.298292"
"30.0";"3.273092"
"40.0";"3.360722"
"50.0";"3.288701"
"60.0";"3.039162"
"70.0";"3.29936"
"80.0";"3.199332"
"90.0";"3.4964"
"100.0";"3.320974"
"110.0";"3.479707"
"120.0";"3.185823"
"130.0";"3.28821"
"140.0";"3.657708"
"150.0";"3.779623"
"160.0";"3.847994"
"170.0";"3.853001"
"180.0";"3.710333"
"190.0";"3.614853"
"200.0";"3.610336"
"210.0";"3.301674"
"220.0";"3.395757"
"230.0";"3.604567"
"240.0";"3.634255"
"250.0";"3.387733"
"260.0";"3.307564"
"270.0";"3.40002"
"280.0";"3.505809"
"290.0";"3.356352"
"300.0";"3.324964"
"310.0";"3.142637"
"320.0";"2.718465"
"330.0";"2.613877"
"340.0";"2.74586"
"350.0";"2.526556"
"360.0";"2.471518"
"370.0";"2.4821"
"380.0";"2.47752"
"390.0";"2.263855"
"400.0";"2.124792"
"410.0";"2.10662"
"420.0";"2.053224"
"430.0";"2.015673"
"440.0";"2.048267"
"450.0";"2.091642"
"460.0";"2.092776"
"470.0";"2.050908"
"480.0";"1.877591"
"490.0";"2.013189"
"500.0";"2.066132"
"510.0";"2.186965"
"520.0";"2.092529"
"530.0";"2.296077"
"540.0";"2.670302"
"550.0";"2.713783"
"560.0";"2.723309"
"570.0";"2.786458"
"580.0";"2.836355"
"590.0";"2.820103"
"600.0";"3.237303"
"610.0";"3.648379"
"620.0";"3.411812"
"630.0";"3.680118"
"640.0";"3.628983"
"650.0";"3.441435"
"660.0";"3.57858"
"670.0";"3.407444"
"680.0";"3.133138"
"690.0";"3.287609"
"700.0";"3.430519"
"710.0";"3.535902"
"720.0";"3.905408"
"730.0";"3.905762"
"740.0";"3.779183"
"750.0";"3.826519"
"760.0";"3.867975"
"770.0";"3.923069"
"780.0";"4.232988"
"790.0";"4.222182"
"800.0";"4.358402"
"810.0";"4.281054"
"820.0";"4.18826"
"830.0";"4.064127"
"840.0";"4.067429"
"850.0";"3.865189"
"860.0";"3.581712"
"870.0";"4.293177"
"880.0";"4.144363"
"890.0";"4.170985"
"900.0";"4.07218"
"910.0";"4.285032"
"920.0";"4.251904"
"930.0";"4.447914"
"940.0";"4.422191"
"950.0";"4.411163"
"960.0";"4.154261"
"970.0";"4.310995"
"980.0";"4.434599"
"990.0";"4.43428"
"1000.0";"4.195914"
"1010.0";"4.032893"
"1020.0";"3.940517"
"1030.0";"3.940803"
"1040.0";"3.889305"
"1050.0";"3.95675"
"1060.0";"3.586626"
"1070.0";"3.570409"
"1080.0";"3.804442"
"1090.0";"3.834072"
"1100.0";"3.963207"
"1110.0";"3.989861"
"1120.0";"4.107092"
"1130.0";"4.19165"
"1140.0";"4.281659"
"1150.0";"4.527583"
"1160.0";"4.419218"
"1170.0";"4.352209"
"1180.0";"4.418778"
"1190.0";"4.396232"
"1200.0";"4.420281"
"1210.0";"4.322172"
"1220.0";"4.211823"
"1230.0";"4.086834"
"1240.0";"4.238154"
"1250.0";"4.145528"
"1260.0";"3.918331"
"1270.0";"4.300351"
"1280.0";"4.351488"
"1290.0";"4.443911"
"1300.0";"4.369358"
"1310.0";"4.58932"
"1320.0";"4.674794"
"1330.0";"4.632726"
"1340.0";"4.604616"
"1350.0";"4.64469"
"1360.0";"4.707739"
"1370.0";"4.601676"
"1380.0";"4.711989"
"1390.0";"4.766732"
"1400.0";"4.316539"
"1410.0";"4.54909"
"1420.0";"4.651762"
"1430.0";"4.80259"
"1440.0";"4.645646"
"1450.0";"4.757315"
"1460.0";"4.7399"
"1470.0";"4.802183"
"1480.0";"4.647088"
"1490.0";"4.34261"
"1500.0";"4.492822"
"1510.0";"4.575449"
"1520.0";"4.411823"
"1530.0";"4.585144"
"1540.0";"4.361956"
"1550.0";"4.614802"
"1560.0";"4.451149"
"1570.0";"4.276632"
"1580.0";"4.315171"
"1590.0";"4.413463"
"1600.0";"4.342112"
"1610.0";"4.250117"
"1620.0";"4.263096"
"1630.0";"4.421067"
"1640.0";"4.417213"
"1650.0";"4.46752"
"1660.0";"4.384433"
"1670.0";"4.703196"
"1680.0";"4.751039"
"1690.0";"4.805163"
"1700.0";"4.941823"
"1710.0";"4.89715"
"1720.0";"4.724405"
"1730.0";"4.8276"
"1740.0";"4.665474"
"1750.0";"4.458168"
"1760.0";"4.393844"
"1770.0";"4.369578"
"1780.0";"4.538988"
"1790.0";"4.214472"
"1800.0";"4.04353"
"1810.0";"4.175597"
"1820.0";"3.838278"
"1830.0";"3.619897"
"1840.0";"3.692446"
"1850.0";"3.4698"
"1860.0";"3.509562"
"1870.0";"3.472293"
"1880.0";"3.416094"
"1890.0";"3.678697"
"1900.0";"3.712714"
"1910.0";"3.526552"
"1920.0";"3.590141"
"1930.0";"3.701221"
"1940.0";"3.73337"
"1950.0";"3.98637"
"1960.0";"4.27397"
"1970.0";"4.138147"
"1980.0";"4.349257"
"1990.0";"4.322475"
"2000.0";"4.254533"
"2010.0";"3.867866"
"2020.0";"4.01735"
"2030.0";"4.088025"
"2040.0";"4.094402"
"2050.0";"4.211443"
"2060.0";"3.67697"
"2070.0";"3.728779"
"2080.0";"4.012408"
"2090.0";"4.002017"
"2100.0";"4.018509"
"2110.0";"3.550132"
"2120.0";"3.492789"
"2130.0";"3.459779"
"2140.0";"3.110888"
"2150.0";"3.097481"
"2160.0";"2.972613"
"2170.0";"2.869946"
"2180.0";"2.818301"
"2190.0";"2.655262"
"2200.0";"2.491507"
"2210.0";"2.366112"
"2220.0";"2.297787"
"2230.0";"2.199423"
"2240.0";"2.327018"
"2250.0";"2.777848"
"2260.0";"2.742792"
"2270.0";"2.4651"
"2280.0";"2.783549"
"2290.0";"3.005898"
"2300.0";"3.149089"
"2310.0";"3.495005"
"2320.0";"3.149347"
"2330.0";"3.336873"
"2340.0";"3.578182"
"2350.0";"3.569091"
"2360.0";"3.337368"
"2370.0";"3.349475"
"2380.0";"3.366019"
"2390.0";"3.903301"
"2400.0";"3.968406"
"2410.0";"3.852662"
"2420.0";"3.964689"
"2430.0";"3.934108"
"2440.0";"3.88541"
"2450.0";"3.819418"
"2460.0";"3.605108"
"2470.0";"3.750205"
"2480.0";"3.939003"
"2490.0";"4.022941"
"2500.0";"3.987895"
"2510.0";"3.885811"
"2520.0";"3.817303"
"2530.0";"3.751647"
"2540.0";"3.808554"
"2550.0";"3.770529"
"2560.0";"3.719819"
"2570.0";"3.849578"
"2580.0";"4.226232"
"2590.0";"4.100097"
"2600.0";"4.076412"
"2610.0";"3.847065"
"2620.0";"4.265391"
"2630.0";"4.66478"
"2640.0";"4.68573"
"2650.0";"4.656665"
"2660.0";"4.59081"
"2670.0";"4.405224"
"2680.0";"4.338799"
"2690.0";"4.181089"
"2700.0";"4.469793"
"2710.0";"4.903672"
"2720.0";"4.789204"
"2730.0";"4.597867"
"2740.0";"4.702978"
"2750.0";"4.337689"
"2760.0";"4.169128"
"2770.0";"4.140888"
"2780.0";"3.96197"
"2790.0";"4.23777"
"2800.0";"3.994611"
"2810.0";"4.303952"
"2820.0";"4.388519"
"2830.0";"4.692069"
"2840.0";"4.474752"
"2850.0";"4.079357"
"2860.0";"4.012323"
"2870.0";"3.698525"
"2880.0";"3.736507"
"2890.0";"3.86644"
"2900.0";"3.765862"
"2910.0";"3.605035"
"2920.0";"3.697199"
"2930.0";"3.562037"
"2940.0";"3.432605"
"2950.0";"3.423835"
"2960.0";"3.408756"
"2970.0";"3.470733"
"2980.0";"3.410486"
"2990.0";"3.383848"
"3000.0";"3.1942"
"3010.0";"3.097426"
"3020.0";"3.012341"
"3030.0";"3.079643"
"3040.0";"3.065351"
"3050.0";"3.031687"
"3060.0";"3.106818"
"3070.0";"3.057"
"3080.0";"3.238082"
"3090.0";"3.113474"
