# This .csv file was created 12.10.2024 14:31
# extracted out of file prod_mindist_mol8_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLAD/2blg_clad_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein-MOL8"
"0.0";"0.2158751"
"10.0";"0.2325986"
"20.0";"0.2305775"
"30.0";"0.1958824"
"40.0";"0.2434111"
"50.0";"0.216338"
"60.0";"0.211464"
"70.0";"0.1838312"
"80.0";"0.2296957"
"90.0";"0.1962396"
"100.0";"0.1920207"
"110.0";"0.2225734"
"120.0";"0.1927924"
"130.0";"0.1725803"
"140.0";"0.1848598"
"150.0";"0.1939509"
"160.0";"0.2093826"
"170.0";"0.188653"
"180.0";"0.2001349"
"190.0";"0.2174537"
"200.0";"0.2184903"
"210.0";"0.2271278"
"220.0";"0.2010993"
"230.0";"0.2305991"
"240.0";"0.176369"
"250.0";"0.1753999"
"260.0";"0.1923824"
"270.0";"0.2273456"
"280.0";"0.1954505"
"290.0";"0.179858"
"300.0";"0.1828909"
"310.0";"0.1734648"
"320.0";"0.1848918"
"330.0";"0.1874488"
"340.0";"0.1830548"
"350.0";"0.2042988"
"360.0";"0.2297716"
"370.0";"0.1731212"
"380.0";"0.2323038"
"390.0";"0.1944273"
"400.0";"0.1969107"
"410.0";"0.200327"
"420.0";"0.1862096"
"430.0";"0.2003247"
"440.0";"0.2081683"
"450.0";"0.1651032"
"460.0";"0.1771948"
"470.0";"0.2201411"
"480.0";"0.1994517"
"490.0";"0.2076845"
"500.0";"0.2322436"
"510.0";"0.2074248"
"520.0";"0.2372718"
"530.0";"0.2158586"
"540.0";"0.2132463"
"550.0";"0.2327771"
"560.0";"0.2108959"
"570.0";"0.2105917"
"580.0";"0.2056161"
"590.0";"0.1853593"
"600.0";"0.1901395"
"610.0";"0.1806793"
"620.0";"0.1920441"
"630.0";"0.1697233"
"640.0";"0.1674339"
"650.0";"0.1924114"
"660.0";"0.1634292"
"670.0";"0.1831638"
"680.0";"0.1672636"
"690.0";"0.1879258"
"700.0";"0.1785494"
"710.0";"0.1731993"
"720.0";"0.1702086"
"730.0";"0.2174304"
"740.0";"0.1905018"
"750.0";"0.1921093"
"760.0";"0.1831855"
"770.0";"0.2066134"
"780.0";"0.1918879"
"790.0";"0.2032462"
"800.0";"0.2008781"
"810.0";"0.2378151"
"820.0";"0.1759233"
"830.0";"0.173352"
"840.0";"0.1975197"
"850.0";"0.1690086"
"860.0";"0.200781"
"870.0";"0.2148794"
"880.0";"0.2024575"
"890.0";"0.2137148"
"900.0";"0.2068455"
"910.0";"0.1774995"
"920.0";"0.2168386"
"930.0";"0.2213706"
"940.0";"0.1893275"
"950.0";"0.1746022"
"960.0";"0.1853888"
"970.0";"0.193344"
"980.0";"0.1968351"
"990.0";"0.206555"
"1000.0";"0.1803137"
"1010.0";"0.1726989"
"1020.0";"0.1813202"
"1030.0";"0.1906489"
"1040.0";"0.2005865"
"1050.0";"0.157575"
"1060.0";"0.1901451"
"1070.0";"0.1972942"
"1080.0";"0.1918493"
"1090.0";"0.1812483"
"1100.0";"0.1746367"
"1110.0";"0.1911909"
"1120.0";"0.1702643"
"1130.0";"0.1722238"
"1140.0";"0.1866681"
"1150.0";"0.1760285"
"1160.0";"0.1685972"
"1170.0";"0.1890344"
"1180.0";"0.1870455"
"1190.0";"0.1743589"
"1200.0";"0.1838724"
"1210.0";"0.1736234"
"1220.0";"0.1893806"
"1230.0";"0.1715636"
"1240.0";"0.1803498"
"1250.0";"0.1718285"
"1260.0";"0.1606832"
"1270.0";"0.1875686"
"1280.0";"0.203563"
"1290.0";"0.1891376"
"1300.0";"0.1734702"
"1310.0";"0.1890874"
"1320.0";"0.1925748"
"1330.0";"0.1789413"
"1340.0";"0.1767855"
"1350.0";"0.1942499"
"1360.0";"0.1801612"
"1370.0";"0.1912616"
"1380.0";"0.180067"
"1390.0";"0.1594523"
"1400.0";"0.1727568"
"1410.0";"0.168585"
"1420.0";"0.1723629"
"1430.0";"0.192925"
"1440.0";"0.1792202"
"1450.0";"0.1902079"
"1460.0";"0.1828166"
"1470.0";"0.1968806"
"1480.0";"0.1903285"
"1490.0";"0.1620433"
"1500.0";"0.1859971"
"1510.0";"0.1708831"
"1520.0";"0.1804134"
"1530.0";"0.1627452"
"1540.0";"0.1733234"
"1550.0";"0.1728846"
"1560.0";"0.1866925"
"1570.0";"0.1662195"
"1580.0";"0.1802358"
"1590.0";"0.1781544"
"1600.0";"0.1783929"
"1610.0";"0.1644415"
"1620.0";"0.1808536"
"1630.0";"0.17733"
"1640.0";"0.1969417"
"1650.0";"0.1837605"
"1660.0";"0.1790141"
"1670.0";"0.2017869"
"1680.0";"0.1875904"
"1690.0";"0.1953616"
"1700.0";"0.2019383"
"1710.0";"0.1791843"
"1720.0";"0.1755764"
"1730.0";"0.1769832"
"1740.0";"0.165668"
"1750.0";"0.1850269"
"1760.0";"0.1977926"
"1770.0";"0.1758011"
"1780.0";"0.1775921"
"1790.0";"0.1696262"
"1800.0";"0.1951202"
"1810.0";"0.1815625"
"1820.0";"0.1625208"
"1830.0";"0.1902289"
"1840.0";"0.183505"
"1850.0";"0.1818654"
"1860.0";"0.1805045"
"1870.0";"0.1661955"
"1880.0";"0.1796381"
"1890.0";"0.1713156"
"1900.0";"0.1771019"
"1910.0";"0.1629755"
"1920.0";"0.1792286"
"1930.0";"0.1658616"
"1940.0";"0.1715635"
"1950.0";"0.1732802"
"1960.0";"0.1727082"
"1970.0";"0.1806325"
"1980.0";"0.1767342"
"1990.0";"0.1834257"
"2000.0";"0.1832865"
"2010.0";"0.1723951"
"2020.0";"0.1804936"
"2030.0";"0.1727712"
"2040.0";"0.1756841"
"2050.0";"0.1765361"
"2060.0";"0.1638842"
"2070.0";"0.1789442"
"2080.0";"0.1795244"
"2090.0";"0.1745476"
"2100.0";"0.1595811"
"2110.0";"0.1759145"
"2120.0";"0.1709998"
"2130.0";"0.1671197"
"2140.0";"0.1738102"
"2150.0";"0.1689851"
"2160.0";"0.1786564"
"2170.0";"0.166208"
"2180.0";"0.174333"
