# This .csv file was created 12.10.2024 14:30
# extracted out of file prod_mindist_mol9_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CLAD/2blg_clad_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein-MOL9"
"0.0";"4.090018"
"10.0";"4.157992"
"20.0";"4.00925"
"30.0";"4.129756"
"40.0";"4.083546"
"50.0";"4.053093"
"60.0";"4.087591"
"70.0";"4.045969"
"80.0";"4.308534"
"90.0";"4.327905"
"100.0";"4.564141"
"110.0";"4.466949"
"120.0";"4.549869"
"130.0";"4.525295"
"140.0";"4.63764"
"150.0";"4.618904"
"160.0";"4.673952"
"170.0";"4.626795"
"180.0";"4.786286"
"190.0";"4.780581"
"200.0";"4.738711"
"210.0";"4.577717"
"220.0";"4.424"
"230.0";"4.572413"
"240.0";"4.626677"
"250.0";"4.798089"
"260.0";"4.841453"
"270.0";"4.811149"
"280.0";"4.961533"
"290.0";"4.885246"
"300.0";"4.759721"
"310.0";"4.69954"
"320.0";"4.82485"
"330.0";"4.648345"
"340.0";"4.695401"
"350.0";"4.489264"
"360.0";"4.394512"
"370.0";"4.473511"
"380.0";"4.722991"
"390.0";"4.655369"
"400.0";"4.698983"
"410.0";"4.80902"
"420.0";"4.877299"
"430.0";"4.61277"
"440.0";"4.723467"
"450.0";"4.577614"
"460.0";"4.530662"
"470.0";"4.385288"
"480.0";"4.302881"
"490.0";"4.311341"
"500.0";"4.282244"
"510.0";"4.496233"
"520.0";"4.558654"
"530.0";"4.414732"
"540.0";"4.487441"
"550.0";"4.127206"
"560.0";"4.151307"
"570.0";"4.128281"
"580.0";"4.283446"
"590.0";"4.154397"
"600.0";"4.004015"
"610.0";"3.949159"
"620.0";"3.980595"
"630.0";"4.119198"
"640.0";"4.111681"
"650.0";"4.10282"
"660.0";"4.06085"
"670.0";"4.061109"
"680.0";"3.919382"
"690.0";"3.842527"
"700.0";"3.914114"
"710.0";"3.842315"
"720.0";"3.838847"
"730.0";"3.842113"
"740.0";"4.021053"
"750.0";"3.934907"
"760.0";"3.775379"
"770.0";"3.574177"
"780.0";"3.792759"
"790.0";"3.765242"
"800.0";"3.741656"
"810.0";"3.611547"
"820.0";"3.816195"
"830.0";"3.654273"
"840.0";"3.493173"
"850.0";"3.41503"
"860.0";"3.18517"
"870.0";"3.290645"
"880.0";"3.141076"
"890.0";"2.977903"
"900.0";"3.124751"
"910.0";"3.255268"
"920.0";"3.170714"
"930.0";"2.946878"
"940.0";"3.262532"
"950.0";"3.290169"
"960.0";"3.269189"
"970.0";"3.14128"
"980.0";"3.0285"
"990.0";"3.074303"
"1000.0";"3.382965"
"1010.0";"3.07509"
"1020.0";"3.218445"
"1030.0";"3.0764"
"1040.0";"2.84866"
"1050.0";"2.694311"
"1060.0";"2.602157"
"1070.0";"2.751696"
"1080.0";"2.704019"
"1090.0";"2.712926"
"1100.0";"2.631392"
"1110.0";"2.550438"
"1120.0";"2.46282"
"1130.0";"2.563314"
"1140.0";"2.606885"
"1150.0";"2.651407"
"1160.0";"2.597067"
"1170.0";"2.626716"
"1180.0";"2.553369"
"1190.0";"2.64555"
"1200.0";"2.752594"
"1210.0";"2.578645"
"1220.0";"2.61504"
"1230.0";"2.593897"
"1240.0";"2.769698"
"1250.0";"2.922555"
"1260.0";"2.926152"
