# This .csv file was created 12.10.2024 14:29
# extracted out of file prod_mindist_neg1_mol1_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/2BLG/LIGAND/CAB/2blg_cab_3
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_neg1-MOL1"
"0.0";"1.133055"
"10.0";"1.311777"
"20.0";"1.36771"
"30.0";"1.578472"
"40.0";"1.442526"
"50.0";"1.462353"
"60.0";"1.316921"
"70.0";"1.460997"
"80.0";"1.310355"
"90.0";"1.471012"
"100.0";"1.154478"
"110.0";"1.224182"
"120.0";"0.9085009"
"130.0";"0.9967254"
"140.0";"0.8830411"
"150.0";"0.5492433"
"160.0";"0.3854192"
"170.0";"0.3096675"
"180.0";"0.5682701"
"190.0";"0.6759657"
"200.0";"0.7705278"
"210.0";"0.7368916"
"220.0";"0.6235068"
"230.0";"0.5422964"
"240.0";"0.2790647"
"250.0";"0.3747281"
"260.0";"0.4129815"
"270.0";"0.3846181"
"280.0";"0.2854398"
"290.0";"0.2376173"
"300.0";"0.3462774"
"310.0";"0.3981936"
"320.0";"0.4456847"
"330.0";"0.4093713"
"340.0";"0.371147"
"350.0";"0.4010624"
"360.0";"0.251736"
"370.0";"0.3233172"
"380.0";"0.3087411"
"390.0";"0.3986753"
"400.0";"0.370883"
"410.0";"0.3853907"
"420.0";"0.410681"
"430.0";"0.3499728"
"440.0";"0.4010102"
"450.0";"0.2920736"
"460.0";"0.2875307"
"470.0";"0.2931907"
"480.0";"0.3050034"
"490.0";"0.2903844"
"500.0";"0.268881"
"510.0";"0.2488535"
"520.0";"0.2444321"
"530.0";"0.3230388"
"540.0";"0.2437644"
"550.0";"0.3723135"
"560.0";"0.5678952"
"570.0";"0.5459829"
"580.0";"0.5511859"
"590.0";"0.4595876"
"600.0";"0.6555264"
"610.0";"0.6578728"
"620.0";"0.7282596"
"630.0";"0.6124722"
"640.0";"0.5500592"
"650.0";"0.4903244"
"660.0";"0.5330385"
"670.0";"0.6024901"
"680.0";"0.5976629"
"690.0";"0.533836"
"700.0";"0.4513581"
"710.0";"0.4343192"
"720.0";"0.5031484"
"730.0";"0.3976405"
"740.0";"0.3894726"
"750.0";"0.6175137"
"760.0";"0.4152168"
"770.0";"0.2890067"
"780.0";"0.2207848"
"790.0";"0.1682885"
"800.0";"0.1742327"
"810.0";"0.1649181"
"820.0";"0.1620154"
"830.0";"0.1557594"
"840.0";"0.1495662"
"850.0";"0.1711052"
"860.0";"0.1618176"
"870.0";"0.3448213"
"880.0";"0.50508"
"890.0";"0.5660993"
"900.0";"0.6603432"
"910.0";"0.7349482"
"920.0";"0.6835153"
"930.0";"0.5332891"
"940.0";"0.6101624"
"950.0";"0.4783523"
"960.0";"0.4800835"
"970.0";"0.5878622"
"980.0";"0.6640422"
"990.0";"0.824391"
"1000.0";"0.5699071"
"1010.0";"0.6518289"
"1020.0";"0.5081083"
"1030.0";"0.5020496"
"1040.0";"0.6308131"
"1050.0";"0.7490608"
"1060.0";"0.8025103"
"1070.0";"0.7542853"
"1080.0";"0.9039739"
"1090.0";"0.9644797"
"1100.0";"1.197082"
"1110.0";"1.395251"
"1120.0";"1.316206"
