# This .csv file was created 12.10.2024 14:35
# extracted out of file prod_mindist_mol8_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CA/6fxb_ca_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL8-dimer_area"
"0.0";"2.698346"
"10.0";"2.68842"
"20.0";"2.66583"
"30.0";"2.557891"
"40.0";"2.625299"
"50.0";"2.508905"
"60.0";"2.494652"
"70.0";"2.65974"
"80.0";"2.580401"
"90.0";"2.445566"
"100.0";"2.596136"
"110.0";"2.519908"
"120.0";"2.509513"
"130.0";"2.495874"
"140.0";"2.335334"
"150.0";"2.144487"
"160.0";"2.201186"
"170.0";"2.134256"
"180.0";"2.171533"
"190.0";"2.154151"
"200.0";"2.172357"
"210.0";"2.138546"
"220.0";"2.125003"
"230.0";"2.172136"
"240.0";"2.135607"
"250.0";"2.183773"
"260.0";"2.106141"
"270.0";"2.165207"
"280.0";"2.110134"
"290.0";"1.980612"
"300.0";"2.006467"
"310.0";"2.079807"
"320.0";"2.060936"
"330.0";"2.056387"
"340.0";"1.859745"
"350.0";"1.939941"
"360.0";"2.0056"
"370.0";"2.215254"
"380.0";"2.055145"
"390.0";"2.167981"
"400.0";"2.134611"
"410.0";"2.045926"
"420.0";"2.064682"
"430.0";"2.056148"
"440.0";"1.969952"
"450.0";"2.128406"
"460.0";"2.170286"
"470.0";"2.064544"
"480.0";"2.061786"
"490.0";"2.06443"
"500.0";"2.329241"
"510.0";"2.212558"
"520.0";"2.095426"
"530.0";"1.995078"
"540.0";"2.118153"
"550.0";"2.086784"
"560.0";"2.122011"
"570.0";"2.1295"
"580.0";"2.051732"
"590.0";"2.108641"
"600.0";"2.139109"
"610.0";"2.149501"
"620.0";"2.152933"
"630.0";"2.239996"
"640.0";"2.220878"
"650.0";"2.191261"
"660.0";"2.230108"
"670.0";"2.157458"
"680.0";"2.143772"
"690.0";"2.190528"
"700.0";"2.216315"
"710.0";"2.202045"
"720.0";"2.03819"
"730.0";"1.955734"
"740.0";"1.990531"
"750.0";"2.115513"
"760.0";"1.953975"
"770.0";"2.023072"
"780.0";"1.962927"
"790.0";"1.983768"
"800.0";"2.038366"
"810.0";"2.102568"
"820.0";"2.04498"
"830.0";"1.916585"
"840.0";"2.060043"
"850.0";"2.075061"
"860.0";"2.037907"
"870.0";"2.022629"
"880.0";"2.022669"
"890.0";"1.861901"
"900.0";"2.017646"
"910.0";"1.923812"
"920.0";"2.042372"
"930.0";"1.944621"
"940.0";"2.152669"
"950.0";"2.119508"
"960.0";"2.105143"
"970.0";"2.143477"
"980.0";"2.150075"
"990.0";"1.997344"
"1000.0";"2.011762"
"1010.0";"2.159019"
"1020.0";"2.148951"
"1030.0";"2.125477"
"1040.0";"2.143147"
"1050.0";"2.158216"
"1060.0";"2.201138"
"1070.0";"2.218192"
"1080.0";"2.16823"
"1090.0";"2.19775"
"1100.0";"2.204429"
"1110.0";"2.126399"
"1120.0";"2.142495"
"1130.0";"2.173604"
"1140.0";"2.179237"
"1150.0";"2.106315"
"1160.0";"2.280027"
"1170.0";"2.186539"
"1180.0";"2.109203"
"1190.0";"2.150809"
"1200.0";"2.169179"
"1210.0";"2.109892"
"1220.0";"1.993639"
"1230.0";"2.095011"
"1240.0";"2.071269"
"1250.0";"2.037659"
"1260.0";"2.225137"
"1270.0";"2.124174"
"1280.0";"2.140981"
"1290.0";"2.168122"
"1300.0";"2.300029"
"1310.0";"2.255577"
"1320.0";"2.31326"
"1330.0";"2.25606"
"1340.0";"2.167847"
"1350.0";"2.22179"
"1360.0";"2.226645"
"1370.0";"2.197168"
"1380.0";"2.099244"
"1390.0";"2.056045"
"1400.0";"2.119289"
"1410.0";"2.170043"
"1420.0";"2.171075"
"1430.0";"2.148873"
"1440.0";"2.141004"
"1450.0";"2.119715"
"1460.0";"2.12467"
"1470.0";"2.068515"
"1480.0";"2.037993"
"1490.0";"1.868378"
"1500.0";"1.982449"
"1510.0";"2.072004"
"1520.0";"2.099621"
"1530.0";"2.109188"
"1540.0";"2.14571"
"1550.0";"2.097356"
"1560.0";"2.126894"
"1570.0";"2.130185"
"1580.0";"2.14909"
"1590.0";"2.03865"
"1600.0";"2.173689"
"1610.0";"2.144554"
"1620.0";"2.130894"
"1630.0";"2.038018"
"1640.0";"2.180827"
"1650.0";"2.339567"
"1660.0";"2.303218"
"1670.0";"2.260879"
"1680.0";"2.096884"
"1690.0";"2.180886"
"1700.0";"2.261063"
"1710.0";"2.025313"
"1720.0";"2.171827"
"1730.0";"2.105975"
"1740.0";"2.154355"
"1750.0";"2.134001"
"1760.0";"2.073149"
"1770.0";"2.080722"
"1780.0";"2.20409"
"1790.0";"2.167626"
"1800.0";"2.100564"
"1810.0";"2.130223"
"1820.0";"2.01818"
"1830.0";"2.189393"
"1840.0";"2.056053"
"1850.0";"2.128923"
"1860.0";"1.960284"
"1870.0";"2.081915"
"1880.0";"2.050464"
"1890.0";"2.112399"
"1900.0";"2.038454"
"1910.0";"2.115122"
"1920.0";"2.15467"
"1930.0";"2.147098"
"1940.0";"2.065683"
"1950.0";"2.182027"
