# This .csv file was created 12.10.2024 14:30
# extracted out of file prod_dist_hbonds_mol19.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAB/6fxb_clab_3
# Original file was created by command :
"0.0025";"0.0"
"0.0075";"0.0"
"0.0125";"0.0"
"0.0175";"0.0"
"0.0225";"0.0"
"0.0275";"0.0"
"0.0325";"0.0"
"0.0375";"0.0"
"0.0425";"0.0"
"0.0475";"0.0"
"0.0525";"0.0"
"0.0575";"0.0"
"0.0625";"0.0"
"0.0675";"0.0"
"0.0725";"0.0"
"0.0775";"0.0"
"0.0825";"0.0"
"0.0875";"0.0"
"0.0925";"0.0"
"0.0975";"0.0"
"0.1025";"0.0"
"0.1075";"0.0"
"0.1125";"0.0"
"0.1175";"0.0"
"0.1225";"0.0"
"0.1275";"0.0"
"0.1325";"0.0"
"0.1375";"0.0"
"0.1425";"0.0"
"0.1475";"0.0"
"0.1525";"0.0"
"0.1575";"0.0"
"0.1625";"0.0"
"0.1675";"0.0"
"0.1725";"0.0"
"0.1775";"0.0"
"0.1825";"0.0"
"0.1875";"0.0"
"0.1925";"0.0"
"0.1975";"0.0"
"0.2025";"0.0"
"0.2075";"0.0"
"0.2125";"0.0"
"0.2175";"0.0"
"0.2225";"0.0"
"0.2275";"0.0"
"0.2325";"0.0"
"0.2375";"0.0"
"0.2425";"0.0289038"
"0.2475";"0.332394"
"0.2525";"0.780403"
"0.2575";"2.19669"
"0.2625";"4.26331"
"0.2675";"8.45437"
"0.2725";"13.9172"
"0.2775";"21.1865"
"0.2825";"26.3169"
"0.2875";"26.9673"
"0.2925";"23.4988"
"0.2975";"19.9147"
"0.3025";"14.5386"
"0.3075";"10.7089"
"0.3125";"7.963"
"0.3175";"5.11598"
"0.3225";"3.68524"
"0.3275";"2.99155"
"0.3325";"2.00882"
"0.3375";"2.08108"
"0.3425";"1.70533"
"0.3475";"1.34403"
