# This .csv file was created 12.10.2024 14:32
# extracted out of file prod_mindist_mol17_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAD/6fxb_cad_1
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL17-dimer_area"
"0.0";"2.841779"
"10.0";"2.627338"
"20.0";"2.914569"
"30.0";"2.836746"
"40.0";"2.897992"
"50.0";"2.882555"
"60.0";"2.833992"
"70.0";"3.036005"
"80.0";"3.072774"
"90.0";"2.99661"
"100.0";"3.156682"
"110.0";"2.931262"
"120.0";"2.781615"
"130.0";"2.865343"
"140.0";"3.030221"
"150.0";"2.865841"
"160.0";"2.843692"
"170.0";"2.93356"
"180.0";"3.050964"
"190.0";"3.130493"
"200.0";"3.243997"
"210.0";"3.018634"
"220.0";"2.844992"
"230.0";"2.575258"
"240.0";"2.688164"
"250.0";"2.562175"
"260.0";"2.556562"
"270.0";"2.444281"
"280.0";"2.584777"
"290.0";"2.724844"
"300.0";"2.749758"
"310.0";"2.903325"
"320.0";"2.670419"
"330.0";"2.714072"
"340.0";"2.654636"
"350.0";"2.886238"
"360.0";"3.079443"
"370.0";"3.296429"
"380.0";"3.309511"
"390.0";"3.402532"
"400.0";"3.26876"
"410.0";"3.463065"
"420.0";"3.65994"
"430.0";"3.626444"
"440.0";"3.564916"
"450.0";"3.379659"
"460.0";"3.426465"
"470.0";"3.683337"
"480.0";"3.855012"
"490.0";"3.941796"
"500.0";"4.10356"
"510.0";"3.967116"
"520.0";"4.016356"
"530.0";"3.930115"
"540.0";"3.871335"
"550.0";"4.098533"
"560.0";"4.116263"
"570.0";"4.234075"
"580.0";"4.302881"
"590.0";"4.168181"
"600.0";"4.348137"
"610.0";"4.211425"
"620.0";"3.936914"
"630.0";"3.81414"
"640.0";"3.758654"
"650.0";"3.802461"
"660.0";"3.902957"
"670.0";"3.756735"
"680.0";"3.801107"
"690.0";"3.854043"
"700.0";"3.790756"
"710.0";"3.64149"
"720.0";"3.676047"
"730.0";"3.370733"
"740.0";"3.232487"
"750.0";"3.213759"
"760.0";"3.356958"
"770.0";"3.639548"
"780.0";"3.803854"
"790.0";"3.892828"
"800.0";"3.866697"
"810.0";"3.964921"
"820.0";"3.830616"
"830.0";"3.835712"
"840.0";"3.813359"
"850.0";"3.871764"
"860.0";"3.851898"
"870.0";"3.977335"
"880.0";"4.007159"
"890.0";"4.072556"
"900.0";"3.821862"
"910.0";"3.843696"
"920.0";"4.0392"
"930.0";"4.108359"
"940.0";"4.288388"
"950.0";"4.257458"
"960.0";"3.899171"
"970.0";"4.01934"
"980.0";"4.120314"
"990.0";"4.455108"
"1000.0";"4.535316"
"1010.0";"4.705543"
"1020.0";"4.632731"
"1030.0";"4.788088"
"1040.0";"4.911239"
"1050.0";"4.83597"
"1060.0";"4.548602"
"1070.0";"4.369216"
"1080.0";"4.284534"
"1090.0";"4.180372"
"1100.0";"4.215095"
"1110.0";"4.220848"
"1120.0";"4.126771"
"1130.0";"4.025671"
"1140.0";"4.047818"
"1150.0";"3.939841"
"1160.0";"3.927742"
"1170.0";"3.913089"
"1180.0";"3.823959"
"1190.0";"3.8072"
"1200.0";"3.752152"
"1210.0";"3.70652"
"1220.0";"3.585746"
"1230.0";"3.764265"
"1240.0";"3.674575"
