# This .csv file was created 12.10.2024 14:31
# extracted out of file prod_mindist_mol1_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLA/6fxb_cla_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL1-dimer_area"
"0.0";"6.953748"
"10.0";"7.215784"
"20.0";"7.215873"
"30.0";"7.011246"
"40.0";"6.938773"
"50.0";"6.875412"
"60.0";"6.525198"
"70.0";"6.290105"
"80.0";"6.5317"
"90.0";"6.522967"
"100.0";"6.407808"
"110.0";"6.315103"
"120.0";"6.339377"
"130.0";"6.292578"
"140.0";"6.257333"
"150.0";"6.437481"
"160.0";"6.5705"
"170.0";"6.406896"
"180.0";"6.513341"
"190.0";"6.554407"
"200.0";"6.426642"
"210.0";"6.33743"
"220.0";"6.21376"
"230.0";"6.235261"
"240.0";"6.204711"
"250.0";"6.181575"
"260.0";"5.961965"
"270.0";"6.109877"
"280.0";"6.070156"
"290.0";"6.155259"
"300.0";"6.121863"
"310.0";"6.027624"
"320.0";"6.056002"
"330.0";"6.38776"
"340.0";"6.592353"
"350.0";"6.852109"
"360.0";"6.909715"
"370.0";"6.783487"
"380.0";"6.44216"
"390.0";"6.721557"
"400.0";"6.718165"
"410.0";"7.082841"
"420.0";"7.35944"
"430.0";"7.226943"
"440.0";"7.417924"
"450.0";"7.342206"
"460.0";"7.382025"
"470.0";"7.265312"
"480.0";"7.521888"
"490.0";"7.359112"
"500.0";"7.403914"
"510.0";"7.479188"
"520.0";"7.45713"
"530.0";"7.292172"
"540.0";"7.317924"
"550.0";"7.094217"
"560.0";"7.092437"
"570.0";"7.09292"
"580.0";"7.107637"
"590.0";"7.013613"
"600.0";"7.169749"
"610.0";"7.091383"
"620.0";"6.949813"
"630.0";"6.862933"
"640.0";"6.827343"
"650.0";"7.08215"
"660.0";"7.065784"
"670.0";"6.964614"
"680.0";"6.971742"
"690.0";"7.080322"
"700.0";"6.966798"
"710.0";"7.24824"
"720.0";"7.083334"
"730.0";"7.207302"
"740.0";"7.312642"
"750.0";"7.026753"
"760.0";"6.872824"
"770.0";"6.794008"
"780.0";"6.637656"
"790.0";"6.809901"
"800.0";"6.984857"
"810.0";"6.950888"
"820.0";"6.894915"
"830.0";"7.013478"
"840.0";"7.149277"
"850.0";"7.208576"
"860.0";"7.188055"
"870.0";"7.330904"
"880.0";"7.175624"
"890.0";"6.943185"
"900.0";"6.889018"
"910.0";"6.93781"
"920.0";"6.751743"
"930.0";"7.117041"
"940.0";"6.779433"
"950.0";"6.724643"
"960.0";"6.710915"
"970.0";"6.504927"
"980.0";"6.538551"
"990.0";"6.3666"
"1000.0";"6.3275"
"1010.0";"6.284244"
"1020.0";"6.211027"
"1030.0";"6.086664"
"1040.0";"6.043097"
"1050.0";"6.064448"
"1060.0";"6.200954"
"1070.0";"6.040275"
"1080.0";"6.24628"
"1090.0";"6.457378"
"1100.0";"6.396664"
"1110.0";"6.404558"
"1120.0";"6.429482"
"1130.0";"6.401228"
"1140.0";"6.362012"
"1150.0";"6.339729"
"1160.0";"6.43697"
"1170.0";"6.517556"
"1180.0";"6.358243"
"1190.0";"6.328295"
"1200.0";"6.516897"
"1210.0";"6.331184"
"1220.0";"6.656878"
"1230.0";"6.858298"
"1240.0";"6.870385"
"1250.0";"6.862609"
"1260.0";"6.7733"
"1270.0";"6.926792"
"1280.0";"6.692986"
"1290.0";"6.592569"
"1300.0";"6.66805"
"1310.0";"6.359891"
"1320.0";"6.430536"
"1330.0";"6.621235"
"1340.0";"6.596326"
"1350.0";"6.561824"
"1360.0";"6.568731"
"1370.0";"6.272168"
"1380.0";"6.451703"
"1390.0";"6.69628"
"1400.0";"6.524343"
"1410.0";"6.457732"
"1420.0";"6.598397"
"1430.0";"6.459346"
"1440.0";"6.384315"
"1450.0";"6.162899"
"1460.0";"6.170316"
"1470.0";"6.18152"
"1480.0";"6.413232"
"1490.0";"6.351631"
"1500.0";"6.387899"
"1510.0";"6.3761"
"1520.0";"6.405816"
"1530.0";"6.462897"
"1540.0";"6.629139"
"1550.0";"6.548888"
"1560.0";"6.558283"
"1570.0";"6.536667"
"1580.0";"6.646677"
"1590.0";"6.643239"
"1600.0";"6.641765"
"1610.0";"6.64085"
"1620.0";"6.633694"
"1630.0";"6.46539"
"1640.0";"6.28031"
"1650.0";"6.345358"
"1660.0";"6.315635"
"1670.0";"6.390023"
"1680.0";"6.091044"
"1690.0";"6.047198"
"1700.0";"6.027504"
"1710.0";"6.027472"
"1720.0";"6.132134"
"1730.0";"6.265137"
"1740.0";"6.592624"
"1750.0";"6.552089"
"1760.0";"6.455692"
"1770.0";"6.220694"
"1780.0";"5.944015"
"1790.0";"5.904938"
"1800.0";"5.959877"
"1810.0";"5.950671"
"1820.0";"5.956873"
"1830.0";"5.988464"
"1840.0";"6.085306"
"1850.0";"6.078818"
"1860.0";"6.172342"
"1870.0";"6.160744"
"1880.0";"6.362622"
"1890.0";"6.15108"
"1900.0";"6.169108"
"1910.0";"6.373984"
"1920.0";"6.049199"
"1930.0";"6.074781"
"1940.0";"6.128753"
"1950.0";"6.069307"
"1960.0";"6.258685"
"1970.0";"6.212538"
"1980.0";"6.369486"
"1990.0";"6.434031"
"2000.0";"6.405862"
"2010.0";"6.167156"
"2020.0";"6.214019"
"2030.0";"6.179444"
"2040.0";"6.134624"
"2050.0";"6.218262"
"2060.0";"6.128212"
"2070.0";"6.082061"
"2080.0";"6.233613"
"2090.0";"6.174749"
"2100.0";"6.351204"
