# This .csv file was created 12.10.2024 14:36
# extracted out of file prod_mindist_mol15_dimer_area.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CA/6fxb_ca_3
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"MOL15-dimer_area"
"0.0";"4.289496"
"10.0";"4.252611"
"20.0";"4.345192"
"30.0";"4.17214"
"40.0";"4.152145"
"50.0";"4.300169"
"60.0";"4.20617"
"70.0";"4.213481"
"80.0";"4.48917"
"90.0";"4.801633"
"100.0";"4.587589"
"110.0";"4.462498"
"120.0";"4.474942"
"130.0";"4.361551"
"140.0";"4.291161"
"150.0";"4.28815"
"160.0";"4.407785"
"170.0";"4.349862"
"180.0";"4.722237"
"190.0";"4.595804"
"200.0";"4.528386"
"210.0";"4.395026"
"220.0";"4.1797"
"230.0";"4.592987"
"240.0";"4.546227"
"250.0";"4.725268"
"260.0";"4.894395"
"270.0";"4.987154"
"280.0";"5.295353"
"290.0";"5.054493"
"300.0";"5.061388"
"310.0";"4.833572"
"320.0";"4.723792"
"330.0";"4.708516"
"340.0";"4.514904"
"350.0";"4.636568"
"360.0";"4.401805"
"370.0";"4.493618"
"380.0";"4.676372"
"390.0";"4.819362"
"400.0";"4.41709"
"410.0";"4.242155"
"420.0";"4.395415"
"430.0";"4.521208"
"440.0";"4.545905"
"450.0";"4.612321"
"460.0";"4.741726"
"470.0";"4.948392"
"480.0";"4.688421"
"490.0";"4.690691"
"500.0";"4.630829"
"510.0";"4.583447"
"520.0";"4.518414"
"530.0";"4.246932"
"540.0";"4.43645"
"550.0";"4.264447"
"560.0";"4.501708"
"570.0";"4.769022"
"580.0";"4.758036"
"590.0";"4.938666"
"600.0";"4.990046"
"610.0";"5.088773"
"620.0";"5.181923"
"630.0";"4.999243"
"640.0";"5.303611"
"650.0";"5.390349"
"660.0";"5.379038"
"670.0";"5.339084"
"680.0";"5.448904"
"690.0";"5.383949"
"700.0";"5.049021"
"710.0";"4.973397"
"720.0";"5.07688"
"730.0";"4.949525"
"740.0";"4.967724"
"750.0";"5.058809"
"760.0";"5.134976"
"770.0";"5.211097"
"780.0";"5.211815"
"790.0";"5.355281"
"800.0";"5.419701"
"810.0";"5.639997"
"820.0";"5.462655"
"830.0";"5.385237"
"840.0";"5.32498"
"850.0";"5.199643"
"860.0";"4.992075"
"870.0";"5.031941"
"880.0";"4.961235"
"890.0";"4.623903"
"900.0";"5.124571"
"910.0";"4.90465"
"920.0";"5.183335"
"930.0";"4.867017"
"940.0";"4.667202"
"950.0";"4.566871"
"960.0";"4.664962"
"970.0";"4.221152"
"980.0";"3.965964"
"990.0";"4.283713"
"1000.0";"4.298303"
"1010.0";"4.57951"
"1020.0";"4.356863"
"1030.0";"4.60778"
"1040.0";"4.585174"
"1050.0";"4.650343"
"1060.0";"4.60835"
"1070.0";"4.955883"
"1080.0";"5.028204"
"1090.0";"5.127901"
"1100.0";"5.119896"
"1110.0";"4.812629"
"1120.0";"4.869375"
"1130.0";"4.784751"
"1140.0";"4.523186"
"1150.0";"4.519197"
"1160.0";"4.726889"
"1170.0";"4.690899"
"1180.0";"4.476816"
"1190.0";"4.533312"
"1200.0";"4.550982"
"1210.0";"4.599741"
"1220.0";"4.641316"
"1230.0";"4.352076"
"1240.0";"4.561206"
"1250.0";"4.60013"
"1260.0";"4.74576"
"1270.0";"4.722789"
"1280.0";"4.420877"
"1290.0";"4.509404"
"1300.0";"4.619947"
"1310.0";"4.426788"
"1320.0";"4.521171"
"1330.0";"4.530498"
"1340.0";"4.383877"
"1350.0";"4.241329"
"1360.0";"4.261681"
"1370.0";"4.312311"
"1380.0";"4.239237"
"1390.0";"4.097628"
"1400.0";"4.075322"
"1410.0";"4.239338"
"1420.0";"4.287577"
"1430.0";"4.244506"
"1440.0";"4.09449"
"1450.0";"4.245135"
"1460.0";"4.263302"
"1470.0";"4.217152"
"1480.0";"4.23766"
"1490.0";"4.305026"
"1500.0";"4.323005"
"1510.0";"4.431001"
"1520.0";"4.434515"
"1530.0";"4.579534"
"1540.0";"4.529938"
"1550.0";"4.483044"
"1560.0";"4.457626"
"1570.0";"4.672809"
"1580.0";"4.62212"
"1590.0";"4.675235"
"1600.0";"4.746455"
"1610.0";"4.924564"
"1620.0";"4.791472"
"1630.0";"4.929917"
"1640.0";"4.919857"
"1650.0";"5.21735"
"1660.0";"5.034465"
"1670.0";"5.190334"
"1680.0";"5.103504"
"1690.0";"5.022728"
"1700.0";"5.005184"
"1710.0";"4.854211"
"1720.0";"5.256356"
"1730.0";"5.155012"
"1740.0";"4.943031"
"1750.0";"4.901517"
"1760.0";"5.543126"
"1770.0";"5.588294"
"1780.0";"5.529412"
"1790.0";"5.463063"
"1800.0";"5.782368"
"1810.0";"5.630193"
"1820.0";"5.889709"
"1830.0";"5.613832"
"1840.0";"5.877933"
"1850.0";"5.596089"
"1860.0";"5.419382"
"1870.0";"4.985577"
"1880.0";"4.882032"
"1890.0";"4.850648"
"1900.0";"4.917305"
"1910.0";"5.522766"
"1920.0";"5.260739"
"1930.0";"5.33273"
"1940.0";"5.497841"
"1950.0";"5.273048"
"1960.0";"5.184627"
"1970.0";"5.055052"
"1980.0";"4.942623"
"1990.0";"5.140953"
"2000.0";"5.223078"
"2010.0";"5.520799"
"2020.0";"5.208438"
"2030.0";"5.24859"
"2040.0";"5.367178"
"2050.0";"5.239257"
"2060.0";"5.212503"
"2070.0";"5.046411"
"2080.0";"5.056848"
"2090.0";"5.105035"
"2100.0";"5.016832"
"2110.0";"5.043174"
"2120.0";"5.174743"
"2130.0";"5.203668"
"2140.0";"5.26183"
"2150.0";"4.997988"
"2160.0";"4.831281"
"2170.0";"4.947203"
"2180.0";"4.922824"
"2190.0";"5.146348"
"2200.0";"5.209155"
"2210.0";"5.161298"
"2220.0";"5.160069"
"2230.0";"5.37409"
"2240.0";"5.510475"
"2250.0";"5.540454"
"2260.0";"5.177354"
"2270.0";"5.132155"
"2280.0";"5.124734"
"2290.0";"4.94057"
