# This .csv file was created 12.10.2024 14:28
# extracted out of file prod_mindist_neg2_mol1_55.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CLAD/6fxb_clad_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"Protein_neg2-MOL1"
"0.0";"3.575706"
"10.0";"3.501105"
"20.0";"3.431613"
"30.0";"3.514864"
"40.0";"3.614097"
"50.0";"3.816646"
"60.0";"3.814306"
"70.0";"3.797807"
"80.0";"3.791799"
"90.0";"3.99428"
"100.0";"3.919888"
"110.0";"3.83427"
"120.0";"3.872366"
"130.0";"3.636795"
"140.0";"3.857623"
"150.0";"3.796922"
"160.0";"3.96452"
"170.0";"3.716986"
"180.0";"3.532886"
"190.0";"3.56068"
"200.0";"3.805011"
"210.0";"3.728728"
"220.0";"3.6983"
"230.0";"3.769394"
"240.0";"3.880299"
"250.0";"3.748727"
"260.0";"3.687016"
"270.0";"3.607402"
"280.0";"3.462944"
"290.0";"3.372133"
"300.0";"3.447494"
"310.0";"3.636474"
"320.0";"3.817665"
"330.0";"3.992728"
"340.0";"4.048923"
"350.0";"4.132899"
"360.0";"3.838411"
"370.0";"3.723438"
"380.0";"3.421181"
"390.0";"3.40479"
"400.0";"3.434261"
"410.0";"3.133789"
"420.0";"3.095128"
"430.0";"3.14289"
"440.0";"3.085208"
"450.0";"2.961402"
"460.0";"2.958365"
"470.0";"3.159719"
"480.0";"3.023829"
"490.0";"2.848276"
"500.0";"3.035793"
"510.0";"2.926841"
"520.0";"2.849476"
"530.0";"2.702048"
"540.0";"2.599205"
"550.0";"2.859787"
"560.0";"2.633184"
"570.0";"2.830442"
"580.0";"2.93064"
"590.0";"3.050729"
"600.0";"3.077496"
"610.0";"3.050614"
"620.0";"3.07489"
"630.0";"3.252264"
"640.0";"3.301605"
"650.0";"3.288059"
"660.0";"3.516186"
"670.0";"3.300071"
"680.0";"3.331139"
"690.0";"3.150371"
"700.0";"3.096095"
"710.0";"3.131807"
"720.0";"3.188019"
"730.0";"3.081439"
"740.0";"3.048733"
"750.0";"3.383374"
"760.0";"3.49302"
"770.0";"3.361102"
"780.0";"3.524656"
"790.0";"4.006093"
"800.0";"3.813301"
"810.0";"4.076319"
"820.0";"4.010702"
"830.0";"3.786784"
"840.0";"3.869898"
"850.0";"3.840896"
"860.0";"3.759338"
"870.0";"3.687417"
"880.0";"3.512453"
"890.0";"3.418888"
"900.0";"3.349386"
"910.0";"3.504297"
"920.0";"3.706039"
"930.0";"3.991004"
"940.0";"4.116498"
"950.0";"4.291256"
"960.0";"4.229729"
"970.0";"4.130601"
