# This .csv file was created 12.10.2024 14:34
# extracted out of file mindist_major_allergenic_epitope_r_264-288_MOL10_2.xvg in working dir /media/ron/DiplArbeit1/neue simulationen/6FXb/LIGAND/CAB/6fxb_cab_2
# Original file was created by command :
"Minimum Distance"
"Time (ps)";"r_264-288-MOL10"
"0.0";"2.94353"
"10.0";"3.163109"
"20.0";"3.116791"
"30.0";"3.263084"
"40.0";"3.53626"
"50.0";"3.272006"
"60.0";"3.37823"
"70.0";"3.133164"
"80.0";"3.358588"
"90.0";"3.395188"
"100.0";"3.234666"
"110.0";"3.11869"
"120.0";"3.334996"
"130.0";"3.327306"
"140.0";"3.271039"
"150.0";"3.38245"
"160.0";"3.477177"
"170.0";"3.459491"
"180.0";"3.506542"
"190.0";"3.646477"
"200.0";"3.66267"
"210.0";"3.65933"
"220.0";"3.756166"
"230.0";"3.701673"
"240.0";"3.663132"
"250.0";"3.729059"
"260.0";"3.640449"
"270.0";"3.650182"
"280.0";"3.631412"
"290.0";"3.595812"
"300.0";"3.510341"
"310.0";"3.505796"
"320.0";"3.269747"
"330.0";"3.411623"
"340.0";"3.462652"
"350.0";"3.513598"
"360.0";"3.475783"
"370.0";"3.288263"
"380.0";"3.153554"
"390.0";"3.135659"
"400.0";"2.91226"
"410.0";"2.832959"
"420.0";"2.77852"
"430.0";"2.727834"
"440.0";"2.871696"
"450.0";"2.808389"
"460.0";"2.908066"
"470.0";"3.088997"
"480.0";"3.291519"
"490.0";"3.466903"
"500.0";"3.38578"
"510.0";"3.858639"
"520.0";"3.632803"
"530.0";"3.798506"
"540.0";"4.184293"
"550.0";"4.039629"
"560.0";"3.87636"
"570.0";"3.781045"
"580.0";"4.014184"
"590.0";"4.328005"
"600.0";"4.222354"
"610.0";"4.486138"
"620.0";"4.519625"
"630.0";"4.270991"
"640.0";"4.298968"
"650.0";"4.278235"
"660.0";"4.396572"
"670.0";"3.933887"
"680.0";"3.86558"
"690.0";"3.815899"
"700.0";"3.905983"
"710.0";"4.039908"
"720.0";"4.121714"
"730.0";"4.203009"
"740.0";"4.416793"
"750.0";"4.59538"
"760.0";"4.568616"
"770.0";"4.311604"
"780.0";"4.021884"
"790.0";"3.96201"
"800.0";"3.97699"
"810.0";"3.977203"
"820.0";"4.034822"
"830.0";"4.140624"
"840.0";"4.495631"
"850.0";"4.419957"
"860.0";"4.272938"
"870.0";"4.303763"
"880.0";"4.227536"
"890.0";"4.363713"
"900.0";"4.483181"
"910.0";"4.308039"
"920.0";"4.222571"
"930.0";"4.340414"
"940.0";"4.196554"
"950.0";"4.190459"
"960.0";"4.043191"
"970.0";"4.167652"
"980.0";"4.528411"
